,ocid,Level_00,Level_01,Level_02,Level_03,Level_04,Level_05,Level_06
803,ocds-591adf-7284594451,0,0.0,0.0.4,0.0.4.1,0.0.4.1.0,0.0.4.1.0,0.0.4.1.0
804,ocds-591adf-7309139976,0,0.4,0.4.0,0.4.0.1,0.4.0.1,0.4.0.1,0.4.0.1
805,ocds-591adf-2641884738,0,0.0,0.0.10,0.0.10.0,0.0.10.0,0.0.10.0,0.0.10.0
806,ocds-591adf-0907900772,0,0.5,0.5.1,0.5.1,0.5.1,0.5.1,0.5.1
807,ocds-591adf-7151047842,0,0.1,0.1.1,0.1.1.1,0.1.1.1.0,0.1.1.1.0.1,0.1.1.1.0.1
808,ocds-591adf-6127005758,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
809,ocds-591adf-1427685003,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
810,ocds-591adf-5790278367,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
811,ocds-591adf-0430095345,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
812,ocds-591adf-8084760541,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
813,ocds-591adf-8418648655,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
814,ocds-591adf-9062019392,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
815,ocds-591adf-2875278723,9,9.2,9.2.0,9.2.0.1,9.2.0.1,9.2.0.1,9.2.0.1
816,ocds-591adf-5671551786,9,9.0,9.0.1,9.0.1.0,9.0.1.0,9.0.1.0,9.0.1.0
817,ocds-591adf-8649591205,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
818,ocds-591adf-2142895395,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
819,ocds-591adf-7052435010,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
820,ocds-591adf-0506940482,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
821,ocds-591adf-5742489934,0,0.0,0.0.9,0.0.9.1,0.0.9.1.1,0.0.9.1.1,0.0.9.1.1
822,ocds-591adf-3849458564,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
823,ocds-591adf-1729407756,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
824,ocds-591adf-2345256563,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
825,ocds-591adf-2832539131,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
826,ocds-591adf-6133633507,9,9.2,9.2.0,9.2.0.1,9.2.0.1,9.2.0.1,9.2.0.1
827,ocds-591adf-7621688800,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
828,ocds-591adf-9372360312,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
829,ocds-591adf-1790554736,0,0.2,0.2.2,0.2.2.0,0.2.2.0.0,0.2.2.0.0,0.2.2.0.0
830,ocds-591adf-0073976086,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
831,ocds-591adf-8733736834,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
832,ocds-591adf-6270187716,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
833,ocds-591adf-0237904720,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
834,ocds-591adf-5838344155,4,4.1,4.1.0,4.1.0.3,4.1.0.3.0,4.1.0.3.0.1,4.1.0.3.0.1
835,ocds-591adf-7038321305,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
836,ocds-591adf-0048000024,0,0.0,0.0.4,0.0.4.1,0.0.4.1.0,0.0.4.1.0,0.0.4.1.0
837,ocds-591adf-9402339008,0,0.4,0.4.0,0.4.0.0,0.4.0.0,0.4.0.0,0.4.0.0
838,ocds-591adf-6405225370,1,1.1,1.1.1,1.1.1.1,1.1.1.1,1.1.1.1,1.1.1.1
839,ocds-591adf-5432334519,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
840,ocds-591adf-3885815417,4,4.0,4.0.1,4.0.1.0,4.0.1.0.1,4.0.1.0.1.0,4.0.1.0.1.0
841,ocds-591adf-0567930699,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
842,ocds-591adf-8350674630,4,4.1,4.1.1,4.1.1.0,4.1.1.0,4.1.1.0,4.1.1.0
843,ocds-591adf-1133439999,4,4.0,4.0.0,4.0.0.1,4.0.0.1,4.0.0.1,4.0.0.1
844,ocds-591adf-6328981421,4,4.1,4.1.0,4.1.0.0,4.1.0.0,4.1.0.0,4.1.0.0
845,ocds-591adf-7457426940,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
846,ocds-591adf-8254959256,4,4.1,4.1.2,4.1.2,4.1.2,4.1.2,4.1.2
847,ocds-591adf-0885560786,4,4.1,4.1.0,4.1.0.2,4.1.0.2.2,4.1.0.2.2,4.1.0.2.2
848,ocds-591adf-7568305856,4,4.1,4.1.0,4.1.0.2,4.1.0.2.1,4.1.0.2.1,4.1.0.2.1
849,ocds-591adf-2464468553,4,4.1,4.1.0,4.1.0.2,4.1.0.2.3,4.1.0.2.3,4.1.0.2.3
850,ocds-591adf-1503083799,4,4.0,4.0.0,4.0.0.0,4.0.0.0,4.0.0.0,4.0.0.0
851,ocds-591adf-7021319128,8,8.1,8.1.3,8.1.3.0,8.1.3.0,8.1.3.0,8.1.3.0
852,ocds-591adf-4627474417,8,8.1,8.1.1,8.1.1.0,8.1.1.0,8.1.1.0,8.1.1.0
853,ocds-591adf-7309505757,8,8.1,8.1.1,8.1.1.0,8.1.1.0,8.1.1.0,8.1.1.0
854,ocds-591adf-7392828771,0,0.7,0.7.0,0.7.0.0,0.7.0.0,0.7.0.0,0.7.0.0
855,ocds-591adf-0128347310,8,8.1,8.1.0,8.1.0.0,8.1.0.0.1,8.1.0.0.1,8.1.0.0.1
856,ocds-591adf-3610601405,8,8.1,8.1.0,8.1.0.0,8.1.0.0.0,8.1.0.0.0.0,8.1.0.0.0.0
857,ocds-591adf-8305944156,8,8.2,8.2.1,8.2.1.1,8.2.1.1.0,8.2.1.1.0,8.2.1.1.0
858,ocds-591adf-9103477421,3,3.0,3.0.0,3.0.0.0,3.0.0.0.0,3.0.0.0.0.0,3.0.0.0.0.0
859,ocds-591adf-6647672546,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
860,ocds-591adf-9479842883,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
861,ocds-591adf-3632117373,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
862,ocds-591adf-6844414681,9,9.0,9.0.2,9.0.2,9.0.2,9.0.2,9.0.2
863,ocds-591adf-4868375289,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
864,ocds-591adf-3541607034,13,13.0,13.0,13.0,13.0,13.0,13.0
865,ocds-591adf-3014563630,0,0.3,0.3.2,0.3.2.1,0.3.2.1,0.3.2.1,0.3.2.1
866,ocds-591adf-2561344209,0,0.3,0.3.2,0.3.2.1,0.3.2.1,0.3.2.1,0.3.2.1
867,ocds-591adf-5996211567,13,13.1,13.1.0,13.1.0,13.1.0,13.1.0,13.1.0
868,ocds-591adf-5173064622,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
869,ocds-591adf-5002996926,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
870,ocds-591adf-6619573571,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
871,ocds-591adf-8771416580,8,8.0,8.0.1,8.0.1,8.0.1,8.0.1,8.0.1
872,ocds-591adf-8347903490,8,8.0,8.0.0,8.0.0,8.0.0,8.0.0,8.0.0
873,ocds-591adf-1738863533,8,8.1,8.1.0,8.1.0.1,8.1.0.1.0,8.1.0.1.0,8.1.0.1.0
874,ocds-591adf-5617783958,8,8.1,8.1.0,8.1.0.2,8.1.0.2,8.1.0.2,8.1.0.2
875,ocds-591adf-7745396835,8,8.2,8.2.0,8.2.0,8.2.0,8.2.0,8.2.0
876,ocds-591adf-6395827387,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
877,ocds-591adf-5523323502,8,8.1,8.1.1,8.1.1.1,8.1.1.1.0,8.1.1.1.0,8.1.1.1.0
878,ocds-591adf-9005998459,8,8.1,8.1.3,8.1.3.1,8.1.3.1,8.1.3.1,8.1.3.1
879,ocds-591adf-2087022781,8,8.2,8.2.1,8.2.1.0,8.2.1.0,8.2.1.0,8.2.1.0
880,ocds-591adf-3311940054,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
881,ocds-591adf-0046337559,0,0.7,0.7.1,0.7.1,0.7.1,0.7.1,0.7.1
882,ocds-591adf-2132876714,8,8.1,8.1.0,8.1.0.2,8.1.0.2,8.1.0.2,8.1.0.2
883,ocds-591adf-6931884027,8,8.1,8.1.1,8.1.1.0,8.1.1.0,8.1.1.0,8.1.1.0
884,ocds-591adf-9826942661,0,0.8,0.8.1,0.8.1.2,0.8.1.2,0.8.1.2,0.8.1.2
885,ocds-591adf-5062562123,0,0.0,0.0.5,0.0.5.0,0.0.5.0,0.0.5.0,0.0.5.0
886,ocds-591adf-6899660250,0,0.1,0.1.0,0.1.0.0,0.1.0.0.0,0.1.0.0.0,0.1.0.0.0
887,ocds-591adf-3082701403,0,0.0,0.0.5,0.0.5.0,0.0.5.0,0.0.5.0,0.0.5.0
888,ocds-591adf-2840001526,0,0.0,0.0.5,0.0.5.0,0.0.5.0,0.0.5.0,0.0.5.0
889,ocds-591adf-7480993358,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
890,ocds-591adf-8471021702,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
891,ocds-591adf-5640901528,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
892,ocds-591adf-0520048668,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
893,ocds-591adf-1049807701,0,0.0,0.0.11,0.0.11.0,0.0.11.0,0.0.11.0,0.0.11.0
894,ocds-591adf-5349103523,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
895,ocds-591adf-8253847981,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
896,ocds-591adf-5719351202,9,9.1,9.1.0,9.1.0,9.1.0,9.1.0,9.1.0
897,ocds-591adf-4092291755,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
898,ocds-591adf-4817327311,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
899,ocds-591adf-2630451739,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
900,ocds-591adf-1830857083,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
901,ocds-591adf-7082927540,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
902,ocds-591adf-1890956908,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
903,ocds-591adf-3508920677,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
904,ocds-591adf-7434035023,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
905,ocds-591adf-7671295348,9,9.2,9.2.1,9.2.1,9.2.1,9.2.1,9.2.1
906,ocds-591adf-8579268357,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
907,ocds-591adf-5982022106,0,0.0,0.0.9,0.0.9.1,0.0.9.1.0,0.0.9.1.0,0.0.9.1.0
908,ocds-591adf-5881345323,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
909,ocds-591adf-0768912686,8,8.4,8.4.1,8.4.1.1,8.4.1.1,8.4.1.1,8.4.1.1
910,ocds-591adf-1017331670,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
911,ocds-591adf-0418193876,0,0.1,0.1.1,0.1.1.0,0.1.1.0.1,0.1.1.0.1,0.1.1.0.1
912,ocds-591adf-7033732387,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
913,ocds-591adf-5693053473,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
914,ocds-591adf-9013529796,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
915,ocds-591adf-4327268852,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
916,ocds-591adf-3924527989,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
917,ocds-591adf-9163586575,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
918,ocds-591adf-8816736443,9,9.1,9.1.2,9.1.2,9.1.2,9.1.2,9.1.2
919,ocds-591adf-5022904621,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
920,ocds-591adf-7289872662,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
921,ocds-591adf-4209194789,9,9.1,9.1.1,9.1.1,9.1.1,9.1.1,9.1.1
922,ocds-591adf-0098522464,8,8.4,8.4.0,8.4.0,8.4.0,8.4.0,8.4.0
923,ocds-591adf-5648230406,0,0.11,0.11,0.11,0.11,0.11,0.11
924,ocds-591adf-0902890112,,,,,,,
925,ocds-591adf-1137124220,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
926,ocds-591adf-2444922495,9,9.2,9.2.0,9.2.0.0,9.2.0.0,9.2.0.0,9.2.0.0
927,ocds-591adf-2132740097,0,0.1,0.1.0,0.1.0.1,0.1.0.1,0.1.0.1,0.1.0.1
928,ocds-591adf-6304551722,0,0.1,0.1.1,0.1.1.0,0.1.1.0.0,0.1.1.0.0.0,0.1.1.0.0.0
929,ocds-591adf-2771733988,3,3.1,3.1.0,3.1.0.0,3.1.0.0.0,3.1.0.0.0,3.1.0.0.0
930,ocds-591adf-7189538042,0,0.8,0.8.0,0.8.0.0,0.8.0.0,0.8.0.0,0.8.0.0
